Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Overpotential V at 10.0 mA/cm2,Overpotential V at 20.0 mA/cm2,Overpotential V at 30.0 mA/cm2,Overpotential V at 40.0 mA/cm2,Overpotential V at 50.0 mA cm-2
exp823,0,20,0,25,21,0,4,0,0,0,0,-1.5,180,-0.1177,-0.3967,-0.4047,-0.4097,-0.4147
exp824,0,30,0,15,17,0,0,0,0,0,8,-1,30,-0.7247,-0.7537,-0.7727,-0.7867,-0.7997
exp825,0,23,0,25,17,0,5,0,0,0,0,-1.1,86,-0.6537,-0.6887,-0.7127,-0.7317,-0.7477
exp826,5,21,0,15,22,0,0,1,5,0,1,-1.4,180,-0.0517,-0.0877,-0.2957,-0.3287,-0.3487
exp827,0,20,0,15,27,5,0,0,0,3,3,-1.5,180,-0.0117,-0.1837,-0.3267,-0.3527,-0.3627
exp828,5,30,0,15,20,0,0,0,0,0,0,-1.5,180,-0.0607,-0.0867,-0.1187,-0.1507,-0.1867
exp829,5,20,0,15,22,0,0,0,0,8,8,-1.5,180,-0.0597,-0.0797,-0.0167,-0.1247,-0.1527
exp830,0,20,0,15,27,0,0,0,0,8,8,-1.4,180,-0.0317,-0.0187,-0.0087,-0.1607,0.0053
exp831,0,30,0,15,17,3,5,0,0,0,0,-1.4,140,-0.0627,-0.0947,0.0003,-0.2997,-0.3537
exp832,0,26,0,15,21,0,0,0,0,8,8,-1.5,180,-0.0677,-0.0907,-0.1157,-0.1447,-0.1867
exp833,0,20,0,15,27,0,0,0,0,8,8,-1.5,180,-0.0297,-0.0927,-0.1217,-0.0017,-0.2487
exp834,5,28,5,15,17,0,0,0,0,0,0,-1.5,30,-0.3287,-0.3717,-0.3837,-0.3937,-0.4027
exp835,5,20,0,25,17,0,0,0,0,3,3,-1.5,37,-0.1427,-0.3237,-0.3627,-0.3797,-0.3917
exp836,0,20,0,25,17,0,0,0,0,8,8,-1.5,136,-0.0797,-0.0997,-0.1207,-0.1427,-0.1637
exp837,0,20,0,24,17,0,0,1,0,8,8,-1.5,135,-0.0727,-0.1397,0.0093,-0.3217,-0.3427
exp838,0,23,5,15,23,0,0,0,0,4,4,-1.5,180,-0.0727,-0.0377,-0.0287,-0.1257,-0.1467
exp839,0,20,3,22,17,0,0,0,0,8,8,-1.5,180,-0.0807,-0.0947,-0.1087,-0.1237,-0.1377
exp840,1,24,0,15,17,5,0,0,0,8,8,-1.5,180,-0.0907,-0.1137,-0.1377,-0.0257,-0.1887
exp841,5,20,0,25,17,0,0,0,0,3,3,-1.5,30,-0.1647,-0.3597,-0.3847,-0.3957,-0.4057
exp842,0,20,5,15,22,0,5,0,0,3,3,-1.5,65,-0.4117,-0.4207,-0.4447,-0.4707,-0.4887
exp843,5,30,0,15,17,0,0,0,0,3,3,-1.5,180,-0.0607,-0.0857,-0.1147,-0.1447,0.0003
exp844,2,20,0,15,27,0,0,0,0,6,6,-1.5,113,-0.0947,-0.1057,-0.1167,-0.0487,-0.1417
exp845,2,20,5,16,27,0,0,0,0,0,0,-1.5,180,-0.3567,-0.3817,-0.3997,-0.4147,-0.4277
exp846,0,30,5,18,17,0,0,0,0,0,0,-1.5,180,-0.3797,-0.3977,-0.4117,-0.4247,-0.4367
exp847,5,20,0,25,17,0,0,0,0,0,3,-1.5,140,-0.0267,-0.1157,-0.1487,-0.1797,-0.2127
exp848,0,30,0,15,18,0,0,0,0,7,7,-1.3,180,-0.3657,-0.3857,-0.3907,-0.3947,-0.3987
exp849,5,28,0,15,17,5,0,0,0,0,0,-1,180,-0.6107,-0.6547,-0.6847,-0.7077,-0.7267
exp850,3,20,0,15,24,0,0,0,0,8,8,-1.5,180,-0.0177,-0.1127,-0.1637,-0.2657,-0.3117
exp851,0,28,0,15,19,0,0,0,0,8,8,-1.5,180,-0.0047,-0.1847,-0.3827,-0.3927,-0.3987
exp852,5,21,0,15,19,0,5,5,0,0,0,-1.5,180,-0.1807,0.0133,-0.3807,-0.3997,-0.4147
exp853,0,20,5,15,17,5,0,0,0,8,8,-1.5,180,-0.0737,-0.2957,-0.3417,-0.3697,-0.3877
exp854,5,23,0,25,17,0,0,0,0,0,0,-1,97,-0.6887,-0.7127,-0.7297,-0.7427,-0.7547
exp855,0,30,0,15,25,0,0,0,0,0,0,-1.5,180,-0.0737,-0.0007,0.0073,-0.2957,-0.3647
exp856,0,22,0,15,21,0,0,0,0,2,12,-1.5,180,-0.1277,-0.3637,-0.3777,-0.3837,-0.3877
exp857,1,20,0,25,19,0,0,5,0,0,0,-1.5,139,-0.1127,-0.1727,-0.2137,-0.3707,-0.3857
exp858,0,20,0,16,26,0,0,0,0,8,8,-1.5,180,-0.0897,-0.3457,-0.3797,-0.3987,-0.4107
exp859,0,0,0,20,0,46,4,0,0,0,0,-1.5,30,-0.2927,-0.3137,-0.3287,-0.3417,-0.3547
exp860,0,0,0,20,20,10,0,0,0,0,20,-1,180,-0.5497,-0.5957,-0.6257,-0.6477,-0.6657
exp861,0,0,3,20,20,27,0,0,0,0,0,-1.5,180,-0.0817,-0.2947,-0.3207,-0.3307,-0.3387
exp862,0,0,0,0,0,41,11,0,0,0,18,-1.5,89,-0.1587,-0.2287,-0.2577,-0.2767,-0.2927
exp863,0,0,0,0,20,10,0,20,0,0,20,-1.5,180,-0.2357,-0.2697,-0.2927,-0.3127,-0.3287
exp864,0,13,0,0,20,11,27,0,0,0,-1,-1.5,30,-0.4377,-0.4767,-0.5017,-0.5217,-0.5397
exp865,0,0,20,0,0,29,21,0,0,0,0,-1.4,122,-0.2927,-0.3377,-0.3607,-0.3787,-0.3937
exp866,0,0,0,0,0,41,20,10,0,0,-1,-1.5,30,-0.2857,-0.3267,-0.3577,-0.3827,-0.4067
exp867,0,0,9,0,0,28,0,0,0,33,33,-1.3,101,-0.2377,-0.2767,-0.3007,-0.3207,-0.3377
exp868,0,0,20,0,5,45,0,0,0,0,0,-1.5,55,-0.5357,-0.5787,-0.6057,-0.6257,-0.6427
exp869,5,0,0,0,0,11,35,0,0,0,19,-1.2,53,-0.3977,-0.4307,-0.4567,-0.4807,-0.5047
exp870,0,0,0,0,20,17,0,9,0,0,24,-1.5,180,-0.2007,-0.2347,-0.2567,-0.2727,-0.2877
exp871,0,0,0,0,0,10,33,0,0,0,27,-1.4,86,-0.3707,-0.3977,-0.4177,-0.4347,-0.4507
exp872,20,0,20,0,0,10,20,0,0,0,0,-1.5,126,-0.5227,-0.5647,-0.5957,-0.6197,-0.6397
exp873,0,0,0,0,0,23,0,20,0,27,27,-1.3,180,-0.2107,-0.2457,-0.2677,-0.2867,-0.3017
exp874,0,0,0,20,20,10,0,20,0,0,0,-1.5,180,-0.2007,0.0133,-0.3007,-0.3177,-0.3327
exp875,0,0,0,0,0,39,0,0,0,0,31,-1.5,180,-0.3747,-0.4047,-0.4257,-0.4437,-0.4587
exp876,0,0,7,0,20,12,4,0,0,0,27,-1.5,180,-0.2907,-0.3247,-0.3397,-0.3497,-0.3567
exp877,0,0,0,20,0,24,0,20,0,6,6,-1.5,180,-0.1307,-0.1827,-0.0157,-0.3717,-0.2517
exp878,0,15,0,0,0,10,35,10,0,0,0,-1.3,30,-0.5147,-0.5497,-0.5697,-0.5837,-0.5967
exp879,0,0,0,0,0,35,35,0,0,0,0,-1.5,30,-0.4387,-0.4757,-0.5017,-0.5237,-0.5417
exp880,0,0,0,0,14,11,15,0,0,30,30,-1.2,157,-0.2247,-0.2427,-0.2517,-0.2577,-0.2637
exp881,0,0,20,0,3,10,16,5,0,16,16,-1.2,180,-0.3077,-0.3467,-0.3737,-0.3947,-0.4137
exp882,0,0,0,0,20,10,0,7,0,0,33,-1.5,102,-0.2317,-0.2627,-0.2827,-0.2987,-0.3127
exp883,0,0,0,0,6,37,0,0,0,27,27,-1.5,38,-0.3037,-0.3297,-0.3477,-0.3627,-0.3757
exp884,20,0,0,0,20,30,0,0,0,0,0,-1.3,176,-0.6427,-0.6647,-0.6807,-0.6927,-0.7037
exp885,0,0,0,20,0,30,0,20,0,0,0,-1.4,180,-0.1277,-0.1777,-0.2077,-0.0167,-0.3877
exp886,0,0,20,20,20,10,0,0,0,0,0,-1.4,167,-0.0657,-0.1737,-0.2887,-0.3257,-0.3497
exp887,0,0,0,20,18,10,1,20,0,0,1,-1.5,180,0.0043,-0.2877,-0.3097,-0.3267,-0.3407
exp888,0,0,0,0,0,27,0,0,0,0,43,-1.5,180,-0.3767,-0.4097,-0.4327,-0.4527,-0.4707
exp889,0,0,15,0,19,17,17,0,0,0,2,-1.5,180,-0.3237,-0.3527,-0.3677,-0.3787,-0.3887
exp890,0,0,0,20,0,17,4,20,0,8,9,-1.5,180,-0.1377,-0.1897,-0.2207,-0.2457,-0.2757
exp891,0,0,0,0,6,47,0,0,0,18,17,-1.2,180,-0.1807,-0.2137,-0.2247,-0.2327,-0.2387
exp892,0,0,0,0,15,10,8,0,0,0,37,-1.2,30,-0.3667,-0.3907,-0.4077,-0.4227,-0.4367
exp893,0,0,0,0,20,18,12,20,0,0,0,-1.5,113,-0.2147,-0.2467,-0.2677,-0.2837,-0.2967
exp894,0,0,0,3,15,27,0,0,0,24,25,-1.5,180,-0.0827,-0.2237,-0.2537,-0.2707,-0.2817
exp895,0,0,0,0,0,41,9,20,0,0,0,-1.5,180,-0.1377,-0.1757,-0.2027,-0.2217,-0.2367
exp896,0,0,0,20,19,10,0,20,0,1,1,-1.5,180,-0.1007,-0.2797,-0.3027,-0.3207,-0.3347
exp897,0,0,20,0,0,19,31,0,0,0,0,-1.4,111,-0.3937,-0.4207,-0.4367,-0.4487,-0.4597
exp898,0,0,0,0,11,31,0,2,0,26,26,-1.4,30,-0.2657,-0.2967,-0.3177,-0.3347,-0.3497
exp899,0,0,0,0,0,30,0,0,0,40,40,-1.5,180,-0.2427,-0.2587,-0.2717,-0.2827,-0.2937
exp900,0,20,0,0,13,28,3,0,0,6,6,-1.4,93,-0.2697,-0.2887,-0.3047,-0.3217,-0.3377
exp901,0,0,0,20,15,32,0,0,0,3,3,-1.5,118,-0.0767,-0.2627,-0.2847,-0.2937,-0.3017
exp902,0,0,0,20,5,24,0,20,0,1,1,-1.5,100,-0.1197,-0.2967,-0.3207,-0.3377,-0.3517
exp903,0,0,0,5,14,29,0,0,0,22,22,-1.5,180,-0.2497,-0.2657,-0.2827,-0.2987,-0.3127
exp904,0,0,20,0,0,10,1,0,0,39,39,-1.2,180,-0.4267,-0.4637,-0.4907,-0.5117,-0.5307
exp905,0,0,0,0,0,37,0,0,0,33,33,-1.5,180,-0.2077,-0.2297,-0.2407,-0.2497,-0.2567
exp906,1,20,0,0,20,10,0,0,0,19,19,-1,30,-0.6077,-0.6357,-0.6537,-0.6687,-0.6807
exp907,0,0,0,0,20,12,0,0,0,0,38,-1.5,180,-0.2537,-0.2977,-0.3137,-0.3227,-0.3297
exp908,0,0,0,0,0,33,17,0,0,21,20,-1.5,180,-0.1827,-0.2127,-0.2307,-0.2437,-0.2537
exp909,0,0,0,0,20,21,0,0,0,0,29,-1.5,94,-0.2967,-0.3237,-0.3337,-0.3397,-0.3447
exp910,0,0,0,0,20,23,3,0,0,21,24,-1.1,180,-0.2147,-0.2397,-0.2507,-0.2577,-0.2647
exp911,0,20,0,0,20,10,0,0,0,0,20,-1.4,30,-0.6347,-0.6577,-0.6737,-0.6857,-0.6977
exp912,0,0,0,0,0,13,14,9,0,34,34,-1.2,30,-0.3837,-0.4417,-0.4837,-0.5147,-0.5397
exp913,0,13,0,0,3,32,0,0,0,21,22,-1.5,143,-0.3327,-0.3587,-0.3757,-0.3887,-0.4007
exp914,0,0,0,0,20,10,9,0,0,0,31,-1.5,154,-0.2607,-0.2977,-0.3157,-0.3277,-0.3367
exp915,0,10,0,0,0,10,35,15,0,0,0,-1.1,139,-0.4017,-0.4597,-0.4957,-0.5207,-0.5407
exp916,0,0,12,0,2,32,12,0,0,11,12,-1.2,153,-0.2497,-0.2847,-0.3077,-0.3257,-0.3407
exp917,0,0,0,0,0,37,12,0,0,21,21,-1.3,90,-0.2297,-0.2527,-0.2657,-0.2767,-0.2877
exp918,0,0,0,0,0,39,11,0,0,10,20,-1.3,30,-0.2537,-0.2747,-0.2897,-0.3027,-0.3157
exp919,5,0,5,0,1,46,0,0,0,13,13,-1,180,-0.6457,-0.6787,-0.7007,-0.7177,-0.7327
exp920,4,0,0,0,1,42,0,0,0,23,23,-1.5,180,-0.2877,-0.3087,-0.3237,-0.3357,-0.3457
exp921,0,0,0,0,1,46,0,5,5,13,13,-1.5,180,-0.2057,-0.2437,-0.2677,-0.2857,-0.3017
exp922,0,0,4,0,1,52,0,0,0,13,13,-1,30,-0.3637,-0.3927,-0.4117,-0.4267,-0.4377
exp923,0,0,5,0,5,42,5,0,0,13,13,-1.5,30,-0.2397,-0.2517,-0.2647,-0.2797,-0.2927
exp924,0,0,0,0,5,52,0,0,0,13,13,-1,180,-0.2427,-0.2607,-0.2737,-0.2847,-0.2957
exp925,0,4,0,0,1,42,5,5,0,13,13,-1.4,30,-0.2377,-0.2707,-0.2927,-0.3107,-0.3247
exp926,5,0,0,0,5,42,0,5,0,13,13,-1.5,30,-0.2827,-0.3167,-0.3407,-0.3617,-0.3787
exp927,0,0,0,0,1,42,5,0,0,22,22,-1.5,30,-0.2407,-0.2557,-0.2707,-0.2847,-0.3017
exp928,0,0,0,0,1,52,4,0,0,13,13,-1,180,-0.2497,-0.2707,-0.2857,-0.2997,-0.3127
exp929,5,5,4,0,1,42,0,0,0,13,13,-1.5,180,-0.2987,-0.3197,-0.3337,-0.3447,-0.3547
exp930,0,0,0,5,1,51,0,0,0,13,13,-1,180,-0.2807,-0.2977,-0.3107,-0.3217,-0.3317
exp931,0,0,0,0,1,52,4,0,0,13,13,-1.5,180,-0.2227,-0.2417,-0.2527,-0.2627,-0.2707
exp932,4,0,0,0,1,52,0,0,0,13,13,-1.5,30,-0.3487,-0.3697,-0.3837,-0.3957,-0.4067
exp933,0,0,4,0,11,42,0,0,0,13,13,-1,91,-0.2467,-0.2637,-0.2767,-0.2867,-0.2967
exp934,0,0,5,0,7,42,0,3,0,13,13,-1,30,-0.4947,-0.5317,-0.5527,-0.5697,-0.5827
exp935,0,0,0,0,11,42,2,0,2,13,13,-1,180,-0.3727,-0.4207,-0.4557,-0.4847,-0.5097
exp936,4,0,0,0,1,52,0,0,0,13,13,-1.5,30,-0.3517,-0.3727,-0.3867,-0.3977,-0.4087
exp937,0,0,4,0,11,42,0,0,0,13,13,-1,151,-0.2327,-0.2497,-0.2637,-0.2757,-0.2867
exp938,0,0,4,0,1,52,0,0,0,13,13,-1,180,-0.2697,-0.2937,-0.3097,-0.3237,-0.3367
exp939,3,0,0,0,2,42,5,0,5,13,13,-1,30,-0.6907,-0.7217,-0.7397,-0.7527,-0.7637
exp940,0,0,0,0,1,52,4,0,0,13,13,-1.5,180,-0.3137,-0.3337,-0.3477,-0.3597,-0.3707
exp941,0,0,0,0,11,42,0,0,4,13,13,-1.5,180,-0.3557,-0.3937,-0.4237,-0.4477,-0.4717
exp942,0,0,0,4,1,42,5,5,0,13,13,-1,30,-0.5447,-0.5727,-0.5907,-0.6047,-0.6167
exp943,0,5,0,0,1,46,0,0,5,13,13,-1,180,-0.7317,-0.7527,-0.7677,-0.7787,-0.8657
exp944,0,0,0,0,11,46,0,0,0,13,13,-1,74,-0.2667,-0.2837,-0.2957,-0.3057,-0.3157
exp945,0,0,0,0,11,46,0,0,0,13,13,-1,74,-0.2667,-0.2837,-0.2957,-0.3057,-0.3157
exp946,0,0,0,0,1,52,3,0,0,14,14,-1.5,30,-0.2937,-0.3317,-0.3617,-0.3867,-0.4087
exp947,0,5,0,0,1,51,0,0,0,13,13,-1,79,-0.5987,-0.6557,-0.6947,-0.7247,-0.7497
exp948,4,5,0,0,1,42,5,0,0,13,13,-1.5,30,-0.2847,-0.2997,-0.3117,-0.3207,-0.3287
exp949,0,5,0,5,1,42,0,0,4,13,13,-1,30,-0.5987,-0.6737,-0.7217,-0.7587,-0.7887
exp950,0,0,0,5,1,42,0,0,0,22,22,-1.5,30,-0.2857,-0.3117,-0.3357,-0.3567,-0.3717
exp951,0,0,0,0,11,42,4,0,0,13,13,-1.5,180,-0.3087,-0.3727,-0.4277,-0.4727,-0.5247
exp952,4,5,0,0,1,42,0,0,5,13,13,-1,30,-0.7137,-0.7657,-0.7947,-0.8157,-0.8337
exp953,0,0,0,0,5,52,0,0,0,13,13,-1.5,30,-0.2737,-0.2907,-0.3077,-0.3227,-0.3377
exp954,5,0,0,0,1,42,5,0,0,17,17,-1.3,180,-0.1607,-0.2477,-0.2627,-0.2697,-0.2747
exp955,0,0,5,0,1,51,0,0,0,13,13,-1,141,-0.2927,-0.3137,-0.3287,-0.3407,-0.3517
exp956,0,0,0,4,1,52,0,0,0,13,13,-1,30,-0.3587,-0.3797,-0.3937,-0.4057,-0.4157
exp957,0,0,0,4,1,42,5,5,0,13,13,-1,180,-0.3327,-0.3707,-0.3967,-0.4167,-0.4347
exp958,0,0,0,0,1,42,0,1,3,23,23,-1,30,-0.5167,-0.5777,-0.6077,-0.6277,-0.6427
exp959,5,0,0,0,10,42,0,0,0,13,13,-1.5,30,-0.2867,-0.3037,-0.3167,-0.3277,-0.3377
exp960,0,0,0,0,1,52,0,0,0,17,17,-1,30,-0.3457,-0.3687,-0.3867,-0.4017,-0.4147
exp961,0,0,0,0,1,51,0,0,5,13,13,-1.5,30,-0.4097,-0.4557,-0.4927,-0.5237,-0.5517
exp962,0,0,0,0,1,52,0,4,0,13,13,-1.5,180,-0.3027,-0.3467,-0.3767,-0.3997,-0.4197
exp963,0,5,0,0,1,46,0,5,0,13,13,-1.4,180,-0.3297,-0.3667,-0.3967,-0.4257,-0.4507
exp964,0,0,5,0,1,42,0,0,5,17,17,-1,180,-0.3047,-0.3487,-0.3817,-0.4097,-0.4347
exp965,0,0,5,0,1,42,0,5,4,13,13,-1.5,30,-0.6597,-0.7007,-0.7257,-0.7437,-0.7577
exp966,0,4,0,0,1,52,0,0,0,13,13,-1,30,-0.3457,-0.3677,-0.3837,-0.3967,-0.4087
exp967,0,0,0,0,1,52,0,0,0,17,17,-1,30,-0.3317,-0.3507,-0.3647,-0.3767,-0.3867
exp968,0,0,0,0,1,51,0,5,0,13,13,-1,180,-0.3857,-0.4377,-0.4707,-0.4967,-0.5177
exp969,5,0,5,0,5,42,0,0,0,13,13,-1.5,30,-0.3307,-0.3517,-0.3657,-0.3787,-0.3897
exp970,4,0,0,0,1,42,0,0,0,23,23,-1.5,142,-0.4267,-0.4547,-0.4737,-0.4897,-0.5037
exp971,0,0,0,0,5,52,0,0,0,13,13,-1,30,-0.3127,-0.3307,-0.3427,-0.3527,-0.3617
exp972,0,0,0,0,1,46,0,0,0,23,23,-1.3,30,-0.3647,-0.3897,-0.4067,-0.4207,-0.4327
exp973,5,0,0,2,1,42,2,0,5,13,13,-1.5,30,-0.7687,-0.7917,-0.8077,-0.8197,-0.8307
exp974,5,0,0,5,1,46,0,0,0,13,13,-1.5,180,-0.5407,-0.5837,-0.6147,-0.6407,-0.6607
exp975,4,0,0,0,1,52,0,0,0,13,13,-1,180,-0.7327,-0.7697,-0.7957,-0.8177,-0.8357
exp976,0,0,4,0,11,42,0,0,0,13,13,-1,30,-0.2927,-0.3107,-0.3227,-0.3327,-0.3407
exp977,0,0,0,5,1,42,0,5,4,13,13,-1.5,30,-0.7617,-0.7857,-0.8017,-0.8147,-0.8257
exp978,0,4,0,0,1,52,0,0,0,13,13,-1.5,114,-0.3267,-0.3477,-0.3617,-0.3737,-0.3837
exp979,0,0,0,0,28,1,0,0,0,0,41,-1,85,-0.6827,-0.7127,-0.7337,-0.7517,-0.7667
exp980,0,0,0,20,28,4,18,0,0,0,0,-1.5,30,-0.6277,-0.6687,-0.6967,-0.7187,-0.7367
exp981,0,0,28,20,0,2,20,0,0,0,0,-1.2,122,-0.6387,-0.6777,-0.7017,-0.7197,-0.7357
exp982,9,0,0,0,28,0,0,20,0,13,13,-1.5,180,-0.3067,-0.3377,-0.3577,-0.3747,-0.3887
exp983,0,10,0,0,28,0,0,20,12,0,0,-1.5,180,-0.2937,-0.3257,-0.3457,-0.3617,-0.3767
exp984,0,0,0,0,28,20,0,20,0,0,2,-1.5,180,-0.2587,-0.2897,-0.3087,-0.3237,-0.3367
exp985,20,0,0,0,15,15,20,0,0,0,0,-1.5,30,-0.5277,-0.5697,-0.5997,-0.6247,-0.6477
exp986,0,0,0,0,13,16,14,2,0,25,25,-1.5,180,-0.3857,-0.4227,-0.4487,-0.4697,-0.4877
exp987,0,0,21,0,9,10,7,0,0,0,23,-1,163,-0.5057,-0.5417,-0.5707,-0.5947,-0.6167
exp988,0,0,0,0,27,0,0,19,0,0,24,-1.5,30,-0.4137,-0.4497,-0.4767,-0.4977,-0.5167
exp989,7,20,0,20,2,0,20,0,1,0,0,-1.2,180,-0.6587,-0.7037,-0.7327,-0.7557,-0.7757
exp990,0,0,0,20,9,20,6,0,0,15,15,-1.5,180,-0.0047,-0.2277,-0.3107,-0.3217,-0.3287
exp991,0,0,4,0,10,20,0,0,0,0,36,-1.5,144,-0.3577,-0.3737,-0.3817,-0.3877,-0.3937
exp992,0,0,28,0,26,0,16,0,0,0,0,-1.5,180,-0.4077,-0.4277,-0.4367,-0.4427,
exp993,0,0,19,0,16,0,0,0,0,35,35,-1.3,30,-0.2737,-0.2907,-0.3017,-0.3097,-0.3167
exp994,0,0,11,20,19,0,0,0,0,20,20,-1.5,180,-0.0737,-0.0347,-0.1107,-0.1307,-0.1517
exp995,0,0,28,0,16,0,0,0,0,26,26,-1.3,180,-0.1027,0.0083,-0.2987,-0.3067,-0.3127
exp996,0,0,0,0,11,15,20,0,0,0,24,-1.4,180,-0.3227,-0.3487,-0.3627,-0.3717,-0.3797
exp997,20,0,0,20,28,2,0,0,0,0,0,-1.4,130,-0.6107,-0.6487,-0.6737,-0.6937,-0.7097
exp998,0,0,28,20,0,20,2,0,0,0,0,-1.5,180,-0.0527,-0.0887,-0.1357,-0.2117,-0.3507
exp999,0,0,0,0,0,20,0,20,0,0,30,-1.5,180,-0.2767,-0.3107,-0.3347,-0.3537,-0.3707
exp1000,0,20,28,0,22,0,0,0,0,0,0,-1.5,180,-0.2727,-0.3317,-0.3587,-0.3767,-0.3917
exp1001,0,3,0,0,17,20,1,0,0,0,29,-1.3,180,-0.2507,-0.3107,-0.3297,-0.3407,-0.3507
exp1002,0,0,14,20,28,0,0,0,0,0,8,-1.4,180,-0.0637,-0.0917,-0.1197,0.0003,-0.3297
exp1003,0,0,14,20,16,20,0,0,0,0,0,-1.5,30,0.0083,-0.3787,-0.3877,-0.3927,-0.3977
exp1004,0,0,0,0,28,0,8,20,0,0,14,-1.4,180,-0.2877,-0.3197,-0.3407,-0.3567,-0.3707
exp1005,0,0,0,20,20,18,0,0,0,0,12,-1.5,180,-0.0567,-0.0757,-0.0987,-0.1277,-0.1687
exp1006,0,0,0,0,28,0,0,10,0,0,32,-1.5,180,-0.3657,-0.4027,-0.4267,-0.4467,-0.4657
exp1007,0,0,28,0,9,0,5,0,0,0,28,-1.3,30,-0.5137,-0.5397,-0.5577,-0.5717,-0.5847
exp1008,0,1,0,0,22,10,0,0,0,0,37,-1.5,30,-0.3677,-0.3907,-0.4057,-0.4177,-0.4277
exp1009,0,0,0,20,25,5,0,20,0,0,0,-1.5,162,-0.3207,-0.3557,-0.3787,-0.3987,-0.4167
exp1010,0,0,0,20,24,0,0,20,0,0,6,-1.5,180,-0.2437,-0.3507,-0.3747,-0.3937,-0.4107
exp1011,0,0,0,20,26,20,0,0,0,4,4,-1.3,180,-0.0657,-0.0997,-0.1417,-0.2937,-0.3277
exp1012,0,0,28,0,13,20,3,6,0,0,0,-1.5,78,-0.2387,-0.2687,-0.2877,-0.3037,-0.3157
exp1013,0,0,27,0,25,0,0,18,0,0,0,-1.5,33,-0.3357,-0.3697,-0.3927,-0.4117,-0.4267
exp1014,0,0,8,0,16,20,0,0,0,26,26,-1.5,112,-0.3117,-0.3477,-0.3737,-0.3997,-0.4227
exp1015,0,0,17,0,27,0,0,0,0,0,26,-1.3,180,-0.3947,-0.4157,-0.4247,-0.4297,-0.4337
exp1016,0,0,0,0,19,20,20,11,0,0,0,-1.5,171,-0.2357,-0.2697,-0.2907,-0.3057,-0.3187
exp1017,0,14,28,0,28,0,0,0,0,0,0,-1.4,109,-0.2927,-0.3417,-0.3667,-0.3837,-0.3967
exp1018,0,0,0,0,6,20,0,0,0,4,44,-1.5,30,-0.2837,-0.2967,-0.3067,-0.3187,-0.3327
exp1019,0,20,0,0,12,0,0,6,0,33,32,-1.5,180,-0.5147,-0.5637,-0.5977,-0.6237,-0.6457
exp1020,0,0,0,20,25,0,0,0,0,25,25,-1.3,30,-0.3227,-0.3437,-0.3517,-0.3577,-0.3637
exp1021,20,14,0,0,28,0,3,0,4,0,1,-1.3,180,-0.3097,-0.3517,-0.3787,-0.3997,-0.4167
exp1022,0,0,0,0,27,0,0,10,0,33,33,-1.2,180,-0.4747,-0.5187,-0.5467,-0.5687,-0.5867
exp1023,0,0,0,20,19,11,0,20,0,0,0,-1.5,180,0.0033,-0.3517,-0.3747,-0.3957,-0.4127
exp1024,0,0,0,20,10,11,3,14,0,0,12,-1.5,180,-0.1517,-0.3247,-0.3537,-0.3717,-0.3867
exp1025,0,0,11,0,23,16,0,20,0,0,0,-1.5,180,-0.2837,-0.3167,-0.3387,-0.3567,-0.3737
exp1026,11,0,21,0,27,0,0,10,0,0,1,-1.5,81,-0.3437,-0.3777,-0.4027,-0.4217,-0.4387
exp1027,0,20,0,0,24,9,0,16,0,0,1,-1.5,180,-0.2617,-0.2937,-0.3127,-0.3287,-0.3417
exp1028,0,0,0,0,14,18,20,17,0,0,1,-1.2,180,-0.3077,-0.3417,-0.3637,-0.3817,-0.3977
exp1029,0,0,6,20,17,10,0,17,0,0,0,-1.5,180,-0.1217,-0.2447,-0.3057,-0.3217,-0.3347
exp1030,0,9,21,0,0,20,20,0,0,0,0,-1.5,151,-0.4157,-0.4577,-0.4877,-0.5127,-0.5327
exp1031,0,0,28,20,2,20,0,0,0,0,0,-1.5,180,-0.0767,-0.1217,0.0033,-0.2377,-0.3727
exp1032,0,0,28,0,15,0,0,0,0,23,27,-1,180,-0.2917,-0.3027,-0.3117,-0.3207,-0.3307
exp1033,0,0,23,0,27,20,0,0,0,0,0,-1.5,180,-0.3367,-0.3787,-0.3957,-0.4037,-0.4087
exp1034,0,0,0,0,9,20,0,3,0,0,38,-1.5,136,-0.2517,-0.2817,-0.3007,-0.3167,-0.3297
exp1035,0,0,0,20,23,0,0,0,0,0,27,-1.2,180,-0.3747,-0.3907,-0.4007,-0.4107,-0.4197
exp1036,0,0,28,0,6,0,0,0,0,0,36,-1.5,69,-0.5987,-0.6327,-0.6537,-0.6707,-0.6817
exp1037,0,10,0,0,22,20,18,0,0,0,0,-1.5,156,-0.3567,-0.3807,-0.3957,-0.4087,-0.4207
exp1038,20,0,1,0,19,13,0,0,0,0,17,-1.5,88,-0.6837,-0.7047,-0.7187,-0.7317,-0.7427
exp1039,0,5,11,15,14,0,0,0,0,25,25,-1.5,180,-0.0637,-0.0357,-0.0287,-0.1137,-0.0167
exp1040,0,0,6,20,24,0,0,5,0,15,15,-1.5,30,-0.3397,-0.3757,-0.3987,-0.4177,-0.4337
exp1041,0,0,16,15,24,0,0,0,0,15,15,-1,180,-0.3757,-0.3987,-0.4147,-0.4277,-0.4397
exp1042,0,0,16,15,14,5,5,0,0,15,15,-1,180,-0.3297,-0.3507,-0.3657,-0.3787,-0.3887
